SPAC18G6.07c	inviable
SPAC18G6.09c	viable
SPAC18G6.10	viable
SPAC18G6.11c	inviable
SPAC18G6.12c	viable
SPAC18G6.13	viable
SPAC18G6.14c	inviable
SPAC18G6.15	viable
SPAC1952.01	inviable
SPAC1952.02	viable
SPAC1952.03	viable
SPAC1952.04c	unknown
SPAC1952.05	viable
SPAC1952.06c	viable
SPAC1952.07	viable
SPAC1952.08c	viable
SPAC1952.09c	viable
SPAC1952.10c	viable
SPAC1952.11c	condition-dependent
SPAC1952.12c	viable
SPAC1952.13	inviable
SPAC1952.14c	inviable
SPAC1952.15c	viable
SPAC1952.16	viable
SPAC1952.17c	viable
SPAC19A8.01c	viable
SPAC19A8.02	viable
SPAC19A8.03	viable
SPAC19A8.04	viable
SPAC19A8.05c	viable
SPAC19A8.06	inviable
SPAC19A8.07c	inviable
SPAC19A8.08	viable
SPAC19A8.09	inviable
SPAC19A8.10	viable
SPAC19A8.11c	viable
SPAC19A8.12	inviable
SPAC19A8.13	inviable
SPAC19A8.14	viable
SPAC19A8.15	inviable
SPAC19A8.16	viable
SPAC19B12.01	inviable
SPAC19B12.02c	condition-dependent
SPAC19B12.03	inviable
SPAC19B12.04	viable
SPAC19B12.05c	inviable
SPAC19B12.06c	viable
SPAC19B12.07c	viable
SPAC19B12.08	viable
SPAC19B12.09	unknown
SPAC19B12.10	viable
SPAC19B12.11c	viable
SPAC19B12.12c	viable
SPAC19B12.13	viable
SPAC19D5.01	viable
SPAC19D5.02c	viable
SPAC19D5.03	viable
SPAC19D5.04	inviable
SPAC19D5.05c	inviable
SPAC19D5.06c	viable
SPAC19D5.07	viable
SPAC19D5.09c	unknown
SPAC19D5.10c	unknown
SPAC19D5.11c	viable
SPAC19E9.01c	viable
SPAC19E9.02	viable
SPAC19E9.03	viable
SPAC19G12.01c	inviable
SPAC19G12.02c	viable
SPAC19G12.03	viable
SPAC19G12.04	viable
SPAC19G12.05	viable
SPAC19G12.06c	viable
SPAC19G12.07c	inviable
SPAC19G12.08	viable
SPAC19G12.09	viable
SPAC19G12.10c	viable
SPAC19G12.11	condition-dependent
SPAC19G12.12	condition-dependent
SPAC19G12.13c	viable
SPAC19G12.14	inviable
SPAC19G12.15c	viable
SPAC19G12.16c	viable
SPAC19G12.17	viable
SPAC1A6.01c	viable
SPAC1A6.02	inviable
SPAC1A6.03c	viable
SPAC1A6.04c	viable
SPAC1A6.05c	viable
SPAC1A6.06c	viable
SPAC1A6.07	viable
SPAC1A6.08c	viable
SPAC1A6.09c	viable
SPAC1A6.10	viable
SPAC1A6.11	unknown
SPAC1B1.01	inviable
SPAC1B1.02c	viable
SPAC1B1.03c	inviable
SPAC1B1.04c	viable
SPAC1B2.02c	viable
SPAC1B2.03c	condition-dependent
SPAC1B2.04	viable
SPAC1B2.05	inviable
SPAC1B2.06	viable
SPAC1B3.01c	viable
SPAC1B3.02c	viable
SPAC1B3.03c	condition-dependent
SPAC1B3.04c	viable
SPAC1B3.05	viable
SPAC1B3.06c	viable
SPAC1B3.07c	viable
SPAC1B3.08	viable
SPAC1B3.09c	inviable
SPAC1B3.10c	viable
SPAC1B3.11c	viable
SPAC1B3.12c	inviable
SPAC1B3.13	inviable
SPAC1B3.14	condition-dependent
SPAC1B3.15c	viable
SPAC1B3.16c	condition-dependent
SPAC1B3.17	viable
SPAC1B3.18c	inviable
SPAC1B3.20	viable
SPAC1B3.21	viable
SPAC1B9.02c	viable
SPAC1B9.03c	inviable
SPAC1D4.01	viable
SPAC1D4.02c	viable
SPAC1D4.03c	viable
SPAC1D4.04	inviable
SPAC1D4.05c	viable
SPAC1D4.06c	viable
SPAC1D4.08	inviable
SPAC1D4.09c	viable
SPAC1D4.10	inviable
SPAC1D4.11c	viable
SPAC1D4.12	inviable
SPAC1D4.13	viable
SPAC1D4.14	inviable
SPAC1F12.02c	viable
SPAC1F12.04c	viable
SPAC1F12.05	viable
SPAC1F12.06c	viable
SPAC1F12.07	viable
SPAC1F12.08	inviable
SPAC1F12.09	inviable
SPAC1F12.10c	viable
SPAC1F3.01	viable
SPAC1F3.02c	viable
SPAC1F3.03	viable
SPAC1F3.04c	viable
SPAC1F3.05	viable
SPAC1F3.06c	viable
SPAC1F3.07c	viable
SPAC1F3.08c	unknown
SPAC1F3.09	viable
SPAC1F3.10c	viable
SPAC1F5.02	inviable
SPAC1F5.03c	viable
SPAC1F5.04c	inviable
SPAC1F5.05c	condition-dependent
SPAC1F5.06	inviable
SPAC1F5.07c	viable
SPAC1F5.08c	viable
SPAC1F5.09c	viable
SPAC1F5.10	viable
SPAC1F5.11c	inviable
SPAC1F7.01c	viable
SPAC1F7.02c	inviable
SPAC1F7.03	inviable
SPAC1F7.04	condition-dependent
SPAC1F7.05	inviable
SPAC1F7.06	viable
SPAC1F7.07c	viable
SPAC1F7.08	viable
SPAC1F7.09c	viable
SPAC1F7.10	viable
SPAC1F7.11c	viable
SPAC1F7.12	viable
SPAC1F7.13c	viable
SPAC1F7.14c	condition-dependent
SPAC1F8.01	viable
SPAC1F8.02c	viable
SPAC1F8.03c	viable
SPAC1F8.04c	viable
SPAC1F8.05	condition-dependent
SPAC1F8.06	viable
SPAC1F8.07c	inviable
SPAC1F8.08	viable
SPAC20G4.01	viable
SPAC20G4.02c	viable
SPAC20G4.03c	viable
SPAC20G4.04c	viable
SPAC20G4.05c	viable
SPAC20G4.06c	inviable
SPAC20G4.07c	viable
SPAC20G4.08	viable
SPAC20G4.09	unknown
SPAC20G8.01	inviable
SPAC20G8.02	viable
SPAC20G8.03	inviable
SPAC20G8.04c	viable
SPAC20G8.05c	condition-dependent
SPAC20G8.06	inviable
SPAC20G8.07c	viable
SPAC20G8.08c	viable
SPAC20G8.09c	condition-dependent
SPAC20G8.10c	viable
SPAC20H4.01	inviable
SPAC20H4.02	viable
SPAC20H4.03c	viable
SPAC20H4.04	viable
SPAC20H4.05c	viable
SPAC20H4.06c	viable
SPAC20H4.07	viable
SPAC20H4.08	viable
SPAC20H4.09	viable
SPAC20H4.10	viable
SPAC20H4.11c	viable
SPAC212.01c	viable
SPAC212.02	viable
SPAC212.03	viable
SPAC212.04c	viable
SPAC212.05c	unknown
SPAC212.06c	unknown
SPAC212.07c	unknown
SPAC212.08c	viable
SPAC212.09c	unknown
SPAC212.10	unknown
SPAC212.11	viable
SPAC212.12	unknown
SPAC21E11.03c	viable
SPAC21E11.04	viable
SPAC21E11.05c	viable
SPAC21E11.06	inviable
SPAC21E11.07	inviable
SPAC21E11.08	inviable
SPAC222.03c	inviable
SPAC222.04c	condition-dependent
SPAC222.05c	viable
SPAC222.06	inviable
SPAC222.07c	viable
SPAC222.08c	viable
SPAC222.09	inviable
SPAC222.10c	inviable
SPAC222.11	inviable
SPAC222.12c	viable
SPAC222.13c	viable
SPAC222.14c	viable
SPAC222.15	viable
SPAC222.16c	viable
SPAC222.17	viable
SPAC222.18	unknown
SPAC222.19	viable
SPAC227.01c	viable
SPAC227.02c	inviable
SPAC227.03c	viable
SPAC227.04	viable
SPAC227.05	viable
SPAC227.06	viable
SPAC227.07c	viable
SPAC227.08c	inviable
SPAC227.09	inviable
SPAC227.10	viable
SPAC227.11c	viable
SPAC227.12	inviable
SPAC227.13c	viable
SPAC227.14	viable
SPAC227.15	viable
SPAC227.16c	inviable
SPAC227.17c	viable
SPAC227.18	viable
SPAC227.19c	unknown
SPAC22A12.01c	viable
SPAC22A12.02c	viable
SPAC22A12.03c	viable
SPAC22A12.04c	viable
SPAC22A12.05	inviable
SPAC22A12.06c	viable
SPAC22A12.07c	viable
SPAC22A12.08c	inviable
SPAC22A12.09c	inviable
SPAC22A12.10	viable
SPAC22A12.11	viable
SPAC22A12.12c	inviable
SPAC22A12.13	inviable
SPAC22A12.14c	viable
SPAC22A12.15c	inviable
SPAC22A12.16	viable
SPAC22A12.17c	viable
SPAC22E12.01	viable
SPAC22E12.02	inviable
SPAC22E12.03c	viable
SPAC22E12.04	viable
SPAC22E12.05c	viable
SPAC22E12.06c	viable
SPAC22E12.07	inviable
SPAC22E12.08	inviable
SPAC22E12.09c	inviable
SPAC22E12.10c	inviable
SPAC22E12.11c	viable
SPAC22E12.13c	inviable
SPAC22E12.14c	viable
SPAC22E12.16c	inviable
SPAC22E12.17c	inviable
SPAC22E12.18	viable
SPAC22E12.19	viable
SPAC22F3.02	viable
SPAC22F3.03c	viable
SPAC22F3.04	viable
SPAC22F3.05c	inviable
SPAC22F3.06c	viable
SPAC22F3.07c	viable
SPAC22F3.08c	viable
SPAC22F3.09c	viable
SPAC22F3.10c	condition-dependent
SPAC22F3.11c	viable
SPAC22F3.12c	viable
SPAC22F3.13	viable
SPAC22F3.15	unknown
SPAC22F8.02c	viable
SPAC22F8.03c	viable
SPAC22F8.04	viable
SPAC22F8.05	viable
SPAC22F8.06	inviable
SPAC22F8.07c	viable
SPAC22F8.08	inviable
SPAC22F8.09	viable
SPAC22F8.10c	inviable
SPAC22F8.11	condition-dependent
SPAC22F8.12c	viable
SPAC22G7.01c	viable
SPAC22G7.02	condition-dependent
SPAC22G7.03	viable
SPAC22G7.04	viable
SPAC22G7.05	viable
SPAC22G7.06c	viable
SPAC22G7.07c	viable
SPAC22G7.08	viable
SPAC22G7.09c	inviable
SPAC22G7.10	inviable
SPAC22G7.11c	viable
SPAC22H10.02	viable
SPAC22H10.03c	viable
SPAC22H10.04	viable
SPAC22H10.05c	inviable
SPAC22H10.06c	unknown
SPAC22H10.07	viable
SPAC22H10.08	viable
SPAC22H10.09	viable
SPAC22H10.10	inviable
SPAC22H10.11c	viable
SPAC22H10.12c	inviable
SPAC22H10.13	viable
SPAC22H12.01c	viable
SPAC22H12.02	viable
SPAC22H12.03	viable
SPAC22H12.04c	viable
SPAC22H12.05c	viable
SPAC23A1.02c	viable
SPAC23A1.03	viable
SPAC23A1.04c	viable
SPAC23A1.05	inviable
SPAC23A1.06c	viable
SPAC23A1.07	viable
SPAC23A1.08c	inviable
SPAC23A1.09	viable
SPAC23A1.10	viable
SPAC23A1.11	viable
SPAC23A1.12c	inviable
SPAC23A1.14c	viable
SPAC23A1.15c	viable
SPAC23A1.16c	inviable
SPAC23A1.17	viable
SPAC23A1.18c	inviable
SPAC23A1.19c	condition-dependent
SPAC23A1.20	unknown
SPAC23C11.01	viable
SPAC23C11.02c	viable
SPAC23C11.03	inviable
SPAC23C11.04c	viable
SPAC23C11.05	inviable
SPAC23C11.06c	viable
SPAC23C11.07	viable
SPAC23C11.08	viable
SPAC23C11.09	inviable
SPAC23C11.10	viable
SPAC23C11.11	inviable
SPAC23C11.12	inviable
SPAC23C11.13c	viable
SPAC23C11.14	viable
SPAC23C11.15	condition-dependent
SPAC23C11.16	condition-dependent
SPAC23C11.17	inviable
SPAC23C4.02	viable
SPAC23C4.03	viable
SPAC23C4.04c	viable
SPAC23C4.05c	viable
SPAC23C4.06c	viable
SPAC23C4.07	viable
SPAC23C4.08	condition-dependent
SPAC23C4.09c	viable
SPAC23C4.10	inviable
SPAC23C4.11	viable
SPAC23C4.12	viable
SPAC23C4.13	inviable
SPAC23C4.14	inviable
SPAC23C4.15	inviable
SPAC23C4.16c	viable
SPAC23C4.17	viable
SPAC23C4.18c	inviable
SPAC23C4.19	inviable
SPAC23D3.01	viable
SPAC23D3.02	inviable
SPAC23D3.03c	viable
SPAC23D3.04c	viable
SPAC23D3.05c	unknown
SPAC23D3.06c	inviable
